16	93	1	36	48	11	70	75	82	47	27	31	81	22	50	92	85	73	28	17	36	53	8	0	55	2	98	44	15	25	4	26	19	85	24	100	29	66	57	32	96	46	40	86	76	16	87	67	79	56	14	67	46	54	78	12	80	43	80	59	79	41	100	79	23	38	33	52	36	68	55	100	20	7	64	17	23	4	80	32	34	20	8	38	63	36	76	45	34	66	64	15	50	44	2	19	31	42	28	49	11	4	21	14	94	90	43	30	64	43	27	72	70	9	85	35	90	86	3	27	94	71	81	98	49	45	92	54	89	52	61	80	38	70	84	11	74	93	57	81	70	25	68	7	79	99	8	40	11	57	8	6	67	16	31	20	22	42	32	16	81	10	53	49	69	92	39	98	17	75	9	83	1	4	40	53	16	15	25	69	52	49	20	22	42	32	16	81	10	53	49	69	92	39	98	17	75	9	83	1
80	56	19	14	18	30	31	88	18	99	89	52	7	51	41	52	100	22	42	59	41	46	17	81	49	2	17	9	19	66	54	81	9	71	100	27	11	64	65	5	94	84	73	80	80	70	5	17	50	39	23	50	24	50	66	39	44	47	39	7	63	11	4	45	37	24	58	53	25	2	43	2	4	80	62	26	99	27	100	79	64	98	89	10	55	100	72	93	55	31	53	21	9	45	41	73	43	72	54	75	35	61	56	35	30	21	41	16	78	67	78	24	65	43	68	96	54	70	73	99	92	97	50	35	3	73	82	15	24	24	27	98	65	47	81	35	19	49	68	73	24	35	93	52	66	46	96	6	76	98	94	39	28	30	64	88	90	81	31	69	20	88	72	8	97	77	14	7	70	66	49	23	82	0	22	40	89	50	66	26	81	81	88	90	81	31	69	20	88	72	8	97	77	14	7	70	66	49	23	82
90	5	50	43	52	73	64	50	5	98	62	83	70	31	73	72	30	35	0	4	92	55	52	77	95	36	25	81	26	54	52	27	43	11	68	51	51	14	15	37	15	2	50	96	17	55	63	42	76	87	95	68	48	34	18	2	23	85	14	44	59	19	50	16	42	87	69	71	31	99	12	90	42	61	59	2	37	44	75	29	66	46	8	29	34	72	15	82	5	64	42	48	1	70	74	59	53	4	34	20	51	25	5	29	24	47	76	50	17	10	91	89	13	79	59	70	85	38	77	89	34	65	65	40	14	38	21	9	39	40	65	23	46	4	84	80	69	84	57	22	21	11	12	87	46	69	87	3	23	17	1	74	91	100	40	73	44	100	66	90	35	24	86	50	54	13	90	1	5	57	63	37	73	18	64	47	66	48	49	58	44	62	73	44	100	66	90	35	24	86	50	54	13	90	1	5	57	63	37	73
98	0	1	99	88	100	0	8	46	46	73	40	54	12	36	98	72	65	12	9	97	80	97	59	29	85	96	19	76	15	81	22	40	64	21	75	66	6	25	39	23	85	1	89	91	52	10	100	24	39	78	54	46	72	79	9	71	18	42	52	35	48	16	51	31	54	50	16	45	69	12	48	84	29	29	40	74	60	60	22	31	45	86	3	34	17	19	76	78	8	73	23	83	46	5	93	83	94	76	55	9	19	69	13	22	100	39	84	57	14	61	57	24	5	16	48	50	32	68	6	43	85	52	46	92	13	95	11	53	47	2	80	46	19	84	35	70	13	54	71	14	40	55	40	66	25	58	87	21	87	37	68	74	66	26	83	95	73	16	13	27	19	23	29	77	91	71	85	48	3	59	94	65	34	76	69	100	87	7	61	68	68	83	95	73	16	13	27	19	23	29	77	91	71	85	48	3	59	94	65
81	70	68	21	4	56	63	83	53	74	78	78	59	31	28	91	83	41	45	4	52	49	59	89	99	0	70	72	92	76	58	46	100	44	52	96	24	34	66	80	64	7	38	72	7	55	68	67	78	66	94	7	39	12	23	10	54	36	55	63	50	97	83	61	29	86	60	1	18	67	87	20	83	79	84	78	29	94	79	85	58	88	3	47	40	85	17	11	5	5	6	43	33	66	26	17	86	100	42	35	25	32	20	0	85	84	2	68	98	82	46	43	79	49	53	37	53	6	7	65	0	66	13	72	95	94	24	34	77	94	1	99	24	59	84	99	58	48	29	46	68	64	78	26	100	56	57	99	88	25	75	71	74	99	26	0	35	45	7	77	100	53	68	77	76	13	8	16	9	41	14	35	19	57	19	7	34	51	0	46	33	71	0	35	45	7	77	100	53	68	77	76	13	8	16	9	41	14	35	19
30	88	57	3	47	54	46	38	60	34	92	41	12	28	82	63	16	70	56	93	70	31	35	74	35	41	6	8	3	64	37	81	58	40	23	42	55	26	71	9	94	42	30	2	6	57	58	64	73	7	95	9	85	93	16	81	23	64	56	0	13	78	22	19	41	71	24	27	90	77	27	69	75	88	94	68	88	15	66	82	8	69	75	36	10	95	68	58	97	10	11	33	46	64	81	12	26	25	36	40	100	39	24	16	72	70	59	10	6	49	22	85	46	40	70	27	92	51	59	95	50	32	92	53	45	47	19	13	42	3	50	66	15	22	82	40	41	28	76	53	89	51	82	20	79	18	20	63	78	25	41	15	20	99	83	49	88	72	82	76	89	10	37	6	94	50	4	38	45	0	45	69	37	82	38	83	24	4	59	47	67	22	49	88	72	82	76	89	10	37	6	94	50	4	38	45	0	45	69	37
16	93	1	36	48	11	70	75	82	47	27	82	92	43	75	29	15	74	73	16	42	4	39	8	74	44	57	78	65	68	54	33	29	53	65	33	3	5	40	36	94	83	49	5	78	17	49	34	59	11	99	23	83	38	33	57	2	17	58	88	64	13	57	86	36	20	16	18	7	40	87	24	90	78	32	28	98	3	73	52	98	82	35	52	89	86	81	28	50	95	94	2	5	40	99	12	85	19	10	47	73	3	94	39	80	18	44	84	17	38	22	31	86	91	88	26	47	10	27	98	99	74	23	32	13	91	17	76	14	44	49	64	32	62	37	43	15	2	34	67	43	32	5	59	48	28	17	28	72	45	67	67	96	98	31	70	90	50	76	28	0	78	14	43	85	83	76	33	35	40	66	31	19	92	59	82	76	100	81	14	41	73	70	90	50	76	28	0	78	14	43	85	83	76	33	35	40	66	31	19
80	56	19	14	18	30	31	88	18	99	89	38	30	55	83	37	44	14	56	76	88	91	88	89	46	65	54	72	24	48	60	22	3	87	43	51	82	60	87	9	26	79	19	37	50	32	9	68	22	74	12	92	35	80	1	86	48	73	5	8	56	19	23	83	5	92	71	0	75	34	9	97	37	30	25	66	54	10	7	76	40	14	88	12	38	57	27	79	6	1	69	47	84	42	25	84	13	67	98	72	42	33	83	10	54	8	34	12	52	79	16	18	0	98	28	27	17	96	23	9	70	84	19	16	15	15	38	55	29	75	85	40	13	11	60	52	51	92	31	72	2	91	7	27	90	9	45	2	89	22	71	57	28	60	47	19	40	98	48	17	33	74	78	62	28	81	80	21	76	81	58	76	7	13	2	71	34	88	58	36	86	0	19	40	98	48	17	33	74	78	62	28	81	80	21	76	81	58	76	7
90	5	50	43	52	73	64	50	5	98	62	17	46	80	81	33	25	8	39	17	100	60	81	28	94	51	12	30	48	89	81	77	51	65	25	39	57	100	9	40	69	100	39	64	20	18	86	66	6	66	22	18	90	5	84	19	21	11	49	44	35	47	35	69	5	30	76	43	0	40	30	32	75	83	45	16	20	55	13	98	25	30	86	58	82	98	24	98	13	86	10	10	84	12	89	35	55	18	51	43	62	21	38	19	55	51	62	66	88	78	48	11	44	28	47	58	50	43	12	43	77	12	46	61	84	72	80	46	92	66	95	27	54	99	70	47	72	53	79	30	24	53	58	88	6	51	61	22	46	21	100	79	21	56	23	11	18	54	13	48	47	12	33	82	67	73	10	35	30	85	31	60	76	92	59	58	50	34	75	28	29	83	11	18	54	13	48	47	12	33	82	67	73	10	35	30	85	31	60	76
98	0	1	99	88	100	0	8	46	46	73	32	98	14	10	76	72	96	67	50	65	47	11	30	26	96	73	44	51	28	25	86	62	16	76	66	67	46	37	50	10	68	90	13	64	52	63	31	87	80	1	94	82	92	17	76	66	96	4	96	88	43	35	13	23	96	17	46	54	20	58	34	100	10	27	39	23	74	90	47	45	31	39	97	48	23	72	7	95	0	29	94	72	72	81	84	21	64	3	89	32	18	43	95	40	9	13	46	40	76	35	74	89	44	24	93	99	50	46	12	65	72	96	12	87	39	79	66	98	86	75	33	88	97	75	49	26	64	83	98	95	77	91	69	25	52	83	95	99	70	7	97	82	74	46	41	43	59	28	44	85	14	85	21	73	44	90	6	99	66	92	86	68	30	84	33	40	60	38	0	92	81	41	43	59	28	44	85	14	85	21	73	44	90	6	99	66	92	86	68
81	70	68	21	4	56	63	83	53	74	78	80	76	45	11	48	30	29	64	74	86	68	83	70	94	1	80	8	31	89	21	98	6	62	92	8	48	47	45	4	0	27	2	81	53	8	85	9	30	52	40	29	99	2	23	14	39	18	6	18	51	28	68	1	0	10	60	49	96	28	66	4	47	26	85	61	70	66	52	9	54	42	99	8	3	38	10	73	83	59	7	74	2	65	82	74	45	8	10	55	50	26	76	7	87	20	83	47	7	75	94	29	42	59	29	15	25	98	46	76	28	56	20	92	46	74	76	31	74	29	66	58	30	75	67	49	80	54	43	54	1	86	46	69	60	74	39	28	66	55	1	66	21	59	55	66	24	65	95	51	70	24	60	100	100	64	67	55	34	80	48	28	9	79	14	13	84	55	41	89	28	65	66	24	65	95	51	70	24	60	100	100	64	67	55	34	80	48	28	9
30	88	57	3	47	54	46	38	60	34	92	23	44	13	51	87	20	27	57	22	67	66	44	73	86	27	10	28	55	89	3	25	1	17	42	63	69	34	41	48	99	43	71	78	22	7	10	58	26	96	92	66	38	47	1	17	35	71	30	43	47	86	48	79	99	73	41	92	32	33	97	25	64	71	6	44	3	56	51	76	82	19	68	95	54	18	58	43	39	96	40	86	35	57	99	42	40	58	3	100	76	22	94	39	22	91	99	6	80	11	28	19	48	73	36	70	44	38	27	91	68	14	67	55	27	83	91	57	53	94	41	33	77	44	46	8	98	58	88	28	20	39	71	89	16	15	16	81	76	35	84	87	42	31	91	87	62	61	67	60	93	20	57	53	11	98	29	64	79	4	21	88	25	75	48	61	0	22	73	12	29	15	87	62	61	67	60	93	20	57	53	11	98	29	64	79	4	21	88	25
16	93	1	36	48	11	70	75	82	47	27	21	87	76	90	59	89	10	17	17	68	80	86	74	99	33	64	100	57	0	50	77	33	20	86	24	43	71	41	10	2	82	0	91	49	8	92	56	59	86	95	82	25	90	46	87	61	77	58	100	5	59	22	67	100	61	99	48	1	32	66	90	48	0	13	31	24	30	27	37	75	27	87	42	72	61	46	74	95	2	23	3	83	0	79	73	97	63	53	33	27	45	37	41	31	29	64	22	4	86	44	91	74	68	88	17	15	63	36	80	5	30	63	50	63	41	90	82	24	19	33	74	53	19	39	19	0	39	81	83	83	72	89	6	52	20	90	69	56	98	57	26	16	92	37	77	84	21	1	31	46	77	33	33	55	25	58	52	17	100	60	15	10	20	64	14	34	18	35	2	54	24	77	84	21	1	31	46	77	33	33	55	25	58	52	17	100	60	15	10
80	56	19	14	18	30	31	88	18	99	89	81	38	18	35	25	18	61	87	53	5	21	68	12	74	9	83	34	17	5	97	13	91	83	17	60	98	27	52	19	80	87	27	78	83	37	5	63	46	16	32	72	94	89	74	11	75	44	19	44	40	88	93	92	57	79	88	29	73	92	87	26	2	95	81	67	44	89	6	7	56	100	8	85	60	65	68	72	23	56	83	3	85	33	48	24	53	30	92	77	64	51	95	29	61	88	82	83	17	12	42	11	73	0	45	31	21	70	14	36	93	25	31	100	9	71	37	44	43	21	74	64	37	16	4	9	27	78	34	60	57	33	95	21	48	79	46	14	76	62	17	31	63	31	71	34	33	82	60	98	6	43	26	95	40	13	6	66	75	100	92	15	76	5	16	18	86	22	71	65	68	14	34	33	82	60	98	6	43	26	95	40	13	6	66	75	100	92	15	76
89	96	21	11	18	41	72	24	93	15	17	90	6	66	26	80	11	13	56	36	18	62	55	71	53	65	17	69	27	41	53	31	88	14	91	41	11	18	70	65	19	53	24	53	94	97	11	37	26	84	6	27	36	35	98	60	8	15	66	55	90	95	5	64	57	95	6	71	85	3	24	76	28	2	4	81	63	87	79	76	85	97	26	66	10	37	74	49	34	78	17	87	27	24	88	9	46	48	67	45	12	96	16	92	23	24	41	29	68	100	56	100	82	97	56	84	39	7	43	16	76	4	82	41	38	24	90	86	40	37	83	25	23	36	53	7	31	96	8	24	5	80	89	20	5	80	41	31	30	49	76	39	59	76	83	95	87	5	18	100	90	60	70	15	22	63	81	78	79	63	55	13	70	89	3	80	60	14	33	62	2	56	95	87	5	18	100	90	60	70	15	22	63	81	78	79	63	55	13	70
12	20	38	84	22	79	27	43	58	63	98	98	91	93	59	77	86	37	30	78	78	28	20	12	39	45	30	4	35	48	25	51	8	49	100	20	49	15	41	21	1	39	27	55	78	86	50	42	83	35	32	78	0	10	4	25	94	71	67	62	14	79	31	89	72	10	31	39	19	19	88	93	15	100	89	23	71	85	60	72	55	81	6	74	20	85	14	25	41	32	78	7	68	98	9	17	86	32	72	6	77	59	73	7	68	32	69	51	84	47	78	85	31	29	51	79	97	83	19	44	7	45	82	70	72	25	76	30	68	54	85	93	30	14	39	41	44	21	67	93	65	41	17	31	76	10	14	21	54	52	22	69	3	58	11	54	76	23	97	6	65	82	88	75	76	45	79	57	44	43	19	2	71	14	14	58	39	68	56	27	99	100	54	76	23	97	6	65	82	88	75	76	45	79	57	44	43	19	2	71
54	76	27	99	9	77	69	81	68	42	84	18	46	49	56	38	7	51	31	36	45	27	24	86	58	92	10	66	76	82	71	53	70	18	64	87	98	14	20	28	27	47	39	70	35	90	75	21	91	82	100	18	22	61	16	35	71	42	66	25	3	0	65	23	46	68	31	61	82	49	60	39	26	3	75	93	30	96	70	33	67	28	28	36	63	23	61	24	15	62	44	41	78	59	60	13	28	33	75	18	14	10	48	22	19	16	95	73	12	49	32	11	28	4	67	93	89	46	80	45	8	71	88	59	28	72	26	15	55	65	71	69	76	84	30	82	75	46	24	21	93	86	29	86	99	46	0	71	56	96	91	68	82	2	84	13	58	42	26	31	45	12	64	75	97	24	7	68	85	73	36	67	26	51	97	59	54	81	70	98	54	94	13	58	42	26	31	45	12	64	75	97	24	7	68	85	73	36	67	26
0	81	41	62	39	91	91	92	62	21	83	55	61	53	23	7	79	85	63	22	4	52	27	25	78	47	41	89	8	98	48	79	95	99	85	45	91	96	27	74	41	13	74	93	69	36	69	19	9	35	71	28	9	88	3	19	79	15	11	42	93	72	56	14	37	76	79	4	83	28	42	1	7	47	41	83	39	48	57	36	70	36	84	38	68	17	0	65	95	98	27	58	43	11	54	48	39	4	22	43	14	48	55	41	63	94	76	63	84	95	20	59	48	88	1	37	96	45	52	65	27	65	19	83	60	52	18	28	73	36	43	61	34	68	93	73	32	34	39	60	31	18	28	19	76	58	54	23	85	28	15	46	2	1	57	58	54	81	36	58	70	60	16	53	13	67	79	78	55	5	0	5	41	24	67	91	69	98	0	54	56	31	58	54	81	36	58	70	60	16	53	13	67	79	78	55	5	0	5	41
50	79	10	21	42	98	29	59	67	22	85	62	54	76	18	51	37	55	11	19	72	48	79	62	96	37	40	7	2	70	45	19	16	26	61	18	99	44	95	96	96	57	78	98	54	30	74	43	35	77	70	74	99	78	43	4	60	34	73	31	10	4	60	64	38	93	46	58	57	80	70	0	52	72	22	19	39	65	59	89	58	58	11	89	18	69	76	20	97	49	92	49	7	96	30	79	8	49	42	51	53	37	83	61	87	29	83	6	87	1	96	71	49	55	97	61	64	83	30	33	78	46	23	52	13	58	21	79	89	62	94	56	18	95	81	41	24	58	47	6	28	68	95	10	40	24	54	1	83	63	3	90	40	38	83	76	49	83	48	26	84	92	6	87	69	30	78	44	42	4	23	59	43	99	49	46	47	66	90	43	51	74	76	49	83	48	26	84	92	6	87	69	30	78	44	42	4	23	59	43
82	3	56	16	73	34	48	89	88	78	71	4	1	19	19	4	39	16	43	95	32	25	33	6	26	5	30	80	1	17	45	12	51	41	87	53	79	55	40	74	37	64	60	18	46	92	50	57	40	77	0	65	47	17	3	17	48	89	18	41	52	50	34	93	57	14	3	56	2	16	10	48	40	41	84	84	7	27	54	37	0	70	74	70	94	41	49	57	28	64	43	77	44	28	92	29	58	8	51	52	100	24	1	94	29	3	83	89	76	64	93	75	51	61	60	65	37	34	61	16	80	28	46	96	85	100	68	34	48	10	58	94	87	29	72	12	91	11	36	79	100	77	53	82	64	32	13	72	25	57	26	86	35	27	70	35	93	62	92	17	25	31	71	76	18	56	46	16	6	44	93	43	70	43	7	27	24	30	8	90	61	74	35	93	62	92	17	25	31	71	76	18	56	46	16	6	44	93	43	70
73	13	6	4	0	23	66	44	100	41	90	56	40	34	9	67	89	15	73	3	66	94	66	77	91	91	56	99	72	24	32	36	80	3	33	84	43	53	2	6	91	90	80	94	63	67	52	83	15	90	34	64	15	66	2	95	28	21	23	73	24	20	54	51	21	77	35	74	43	26	47	15	52	59	28	94	71	61	90	48	90	94	1	57	68	50	58	74	59	70	88	26	89	32	11	21	18	80	64	96	89	91	27	77	2	23	29	4	26	17	80	55	7	31	97	56	62	15	49	100	92	98	79	59	2	15	38	48	63	31	60	98	13	96	59	86	0	42	86	63	74	46	21	80	54	17	97	79	22	64	76	75	96	65	19	90	6	23	27	34	70	17	92	50	28	0	70	84	12	24	28	53	80	25	13	22	43	50	18	37	73	49	90	6	23	27	34	70	17	92	50	28	0	70	84	12	24	28	53	80
43	100	84	72	62	34	55	1	20	98	55	46	5	0	79	64	100	98	100	63	33	39	11	55	27	51	0	6	38	6	35	55	33	96	68	6	97	26	10	42	58	52	50	79	35	17	73	23	14	76	9	63	85	13	44	24	18	82	96	43	78	16	45	24	12	97	10	4	19	23	42	40	69	80	54	84	38	28	59	57	42	34	50	27	88	100	38	49	10	82	16	38	79	52	53	58	21	83	38	100	97	19	18	91	32	3	70	82	76	7	9	57	53	71	67	54	18	62	31	14	4	73	47	38	28	38	100	99	77	91	64	94	54	62	7	15	17	70	49	60	64	19	9	67	74	56	25	26	8	46	95	58	47	64	72	33	58	20	2	42	60	40	75	61	14	25	81	34	87	68	22	53	48	3	22	61	100	79	30	100	57	5	33	58	20	2	42	60	40	75	61	14	25	81	34	87	68	22	53	48
49	48	46	1	23	69	36	31	15	76	98	64	0	17	54	80	76	71	20	19	31	66	77	34	58	46	4	3	55	32	16	65	16	75	17	72	0	66	55	12	55	99	61	42	94	21	53	37	97	62	76	39	23	77	55	38	8	69	67	89	11	95	51	76	30	26	12	54	97	62	82	71	31	77	30	79	72	20	10	34	79	82	60	17	37	41	6	58	77	97	16	81	52	70	41	89	24	73	61	88	17	27	16	72	43	66	84	26	57	31	1	57	26	16	96	3	65	66	57	56	58	36	95	64	7	83	97	58	74	75	56	0	84	43	12	39	11	73	8	6	77	31	13	38	68	28	51	2	73	73	20	48	68	62	21	99	33	2	47	17	6	52	30	26	80	27	17	18	1	66	56	74	43	39	57	14	87	72	51	29	57	75	99	33	2	47	17	6	52	30	26	80	27	17	18	1	66	56	74	43
95	78	7	22	46	14	45	7	10	25	82	29	68	88	51	69	84	56	1	78	19	37	20	69	37	4	8	24	61	44	19	62	76	54	77	81	38	48	83	48	100	77	41	99	29	71	60	91	82	19	63	8	62	86	77	29	34	37	51	9	100	62	0	55	19	23	66	20	60	73	17	44	55	51	17	33	48	75	94	84	6	57	100	61	63	24	70	40	86	65	41	41	54	62	39	18	4	34	29	71	60	43	52	84	59	54	34	25	36	51	21	11	92	65	16	80	62	35	82	34	15	33	9	100	78	94	91	36	2	92	64	81	42	90	91	26	10	22	30	66	85	31	67	94	61	46	41	56	42	4	40	58	13	88	38	21	85	65	7	87	18	64	87	59	7	93	63	21	57	21	7	67	67	66	81	6	92	97	83	94	66	50	21	85	65	7	87	18	64	87	59	7	93	63	21	57	21	7	67	67
87	33	89	29	25	63	39	77	5	35	24	76	46	71	71	18	60	45	34	79	9	34	43	40	46	92	29	36	79	87	79	79	57	36	66	35	58	35	90	28	48	57	4	33	62	50	60	58	20	42	47	9	83	14	33	42	19	3	64	69	56	0	36	78	97	26	72	63	30	51	23	63	40	19	34	45	95	28	0	28	54	94	51	84	30	98	78	22	94	71	46	1	16	56	41	70	57	24	61	85	17	96	53	78	11	31	79	69	19	66	32	77	69	43	13	67	2	22	47	57	61	43	10	38	69	78	77	52	4	72	16	27	79	45	63	49	73	66	62	10	99	13	9	84	67	6	31	69	53	72	95	82	2	31	67	49	73	17	46	31	9	12	23	16	23	71	99	60	79	30	89	50	57	88	78	1	51	93	98	19	39	75	49	73	17	46	31	9	12	23	16	23	71	99	60	79	30	89	50	57
